Tree;Abundance;Zones;Forests
42;0;3;FlorestaSubmontana1
43;0;3;FlorestaSubmontana1
44;0;3;FlorestaSubmontana1
1;0;4;FlorestaSubmontana1
2;0;4;FlorestaSubmontana1
3;1;4;FlorestaSubmontana1
4;0;4;FlorestaSubmontana1
5;0;4;FlorestaSubmontana1
6;0;4;FlorestaSubmontana1
7;0;4;FlorestaSubmontana1
8;0;4;FlorestaSubmontana1
9;6;4;FlorestaSubmontana1
10;0;4;FlorestaSubmontana1
11;0;4;FlorestaSubmontana1
12;0;4;FlorestaSubmontana1
13;0;4;FlorestaSubmontana1
14;1;4;FlorestaSubmontana1
15;0;4;FlorestaSubmontana1
16;0;4;FlorestaSubmontana1
17;0;4;FlorestaSubmontana1
18;0;4;FlorestaSubmontana1
19;0;4;FlorestaSubmontana1
20;0;4;FlorestaSubmontana1
21;0;4;FlorestaSubmontana1
22;0;4;FlorestaSubmontana1
23;1;4;FlorestaSubmontana1
24;0;4;FlorestaSubmontana1
25;0;4;FlorestaSubmontana1
26;2;4;FlorestaSubmontana1
27;0;4;FlorestaSubmontana1
28;12;4;FlorestaSubmontana1
29;0;4;FlorestaSubmontana1
30;0;4;FlorestaSubmontana1
31;0;4;FlorestaSubmontana1
32;0;4;FlorestaSubmontana1
33;3;4;FlorestaSubmontana1
34;0;4;FlorestaSubmontana1
35;0;4;FlorestaSubmontana1
36;0;4;FlorestaSubmontana1
37;0;4;FlorestaSubmontana1
38;0;4;FlorestaSubmontana1
39;0;4;FlorestaSubmontana1
40;0;4;FlorestaSubmontana1
41;0;4;FlorestaSubmontana1
42;0;4;FlorestaSubmontana1
43;0;4;FlorestaSubmontana1
44;0;4;FlorestaSubmontana1
1;0;5;FlorestaSubmontana1
2;0;5;FlorestaSubmontana1
3;0;5;FlorestaSubmontana1
4;0;5;FlorestaSubmontana1
5;0;5;FlorestaSubmontana1
6;0;5;FlorestaSubmontana1
7;0;5;FlorestaSubmontana1
8;0;5;FlorestaSubmontana1
9;0;5;FlorestaSubmontana1
10;0;5;FlorestaSubmontana1
11;0;5;FlorestaSubmontana1
12;0;5;FlorestaSubmontana1
13;0;5;FlorestaSubmontana1
14;0;5;FlorestaSubmontana1
15;0;5;FlorestaSubmontana1
16;0;5;FlorestaSubmontana1
17;0;5;FlorestaSubmontana1
18;0;5;FlorestaSubmontana1
19;0;5;FlorestaSubmontana1
20;0;5;FlorestaSubmontana1
21;0;5;FlorestaSubmontana1
22;0;5;FlorestaSubmontana1
23;0;5;FlorestaSubmontana1
24;0;5;FlorestaSubmontana1
25;0;5;FlorestaSubmontana1
26;0;5;FlorestaSubmontana1
27;0;5;FlorestaSubmontana1
28;5;5;FlorestaSubmontana1
29;0;5;FlorestaSubmontana1
30;0;5;FlorestaSubmontana1
31;0;5;FlorestaSubmontana1
32;0;5;FlorestaSubmontana1
33;0;5;FlorestaSubmontana1
34;0;5;FlorestaSubmontana1
35;0;5;FlorestaSubmontana1
36;0;5;FlorestaSubmontana1
37;0;5;FlorestaSubmontana1
38;0;5;FlorestaSubmontana1
39;0;5;FlorestaSubmontana1
40;0;5;FlorestaSubmontana1
41;0;5;FlorestaSubmontana1
42;0;5;FlorestaSubmontana1
43;0;5;FlorestaSubmontana1
44;0;5;FlorestaSubmontana1
1;0;1;Florestasubmontana2
2;0;1;Florestasubmontana2
3;1;1;Florestasubmontana2
4;3;1;Florestasubmontana2
5;1;1;Florestasubmontana2
6;4;1;Florestasubmontana2
7;1;1;Florestasubmontana2
8;3;1;Florestasubmontana2
9;2;1;Florestasubmontana2
10;1;1;Florestasubmontana2
11;1;1;Florestasubmontana2
12;0;1;Florestasubmontana2
13;0;1;Florestasubmontana2
14;0;1;Florestasubmontana2
15;2;1;Florestasubmontana2
16;0;1;Florestasubmontana2
17;1;1;Florestasubmontana2
18;0;1;Florestasubmontana2
19;0;1;Florestasubmontana2
20;1;1;Florestasubmontana2
21;0;1;Florestasubmontana2
22;1;1;Florestasubmontana2
23;0;1;Florestasubmontana2
24;1;1;Florestasubmontana2
25;0;1;Florestasubmontana2
26;0;1;Florestasubmontana2
27;0;1;Florestasubmontana2
28;1;1;Florestasubmontana2
29;0;1;Florestasubmontana2
30;0;1;Florestasubmontana2
31;2;1;Florestasubmontana2
32;1;1;Florestasubmontana2
33;1;1;Florestasubmontana2
34;1;1;Florestasubmontana2
35;1;1;Florestasubmontana2
36;0;1;Florestasubmontana2
37;2;1;Florestasubmontana2
38;1;1;Florestasubmontana2
39;1;1;Florestasubmontana2
40;0;1;Florestasubmontana2
41;1;1;Florestasubmontana2
42;0;1;Florestasubmontana2
43;0;1;Florestasubmontana2
44;0;1;Florestasubmontana2
45;0;1;Florestasubmontana2
46;0;1;Florestasubmontana2
47;0;1;Florestasubmontana2
48;0;1;Florestasubmontana2
49;0;1;Florestasubmontana2
50;0;1;Florestasubmontana2
51;0;1;Florestasubmontana2
52;0;1;Florestasubmontana2
53;0;1;Florestasubmontana2
54;0;1;Florestasubmontana2
1;2;2;Florestasubmontana2
2;0;2;Florestasubmontana2
3;1;2;Florestasubmontana2
4;4;2;Florestasubmontana2
5;1;2;Florestasubmontana2
6;11;2;Florestasubmontana2
7;1;2;Florestasubmontana2
8;0;2;Florestasubmontana2
9;0;2;Florestasubmontana2
10;0;2;Florestasubmontana2
11;1;2;Florestasubmontana2
12;0;2;Florestasubmontana2
13;0;2;Florestasubmontana2
14;0;2;Florestasubmontana2
15;2;2;Florestasubmontana2
16;1;2;Florestasubmontana2
17;0;2;Florestasubmontana2
18;0;2;Florestasubmontana2
19;0;2;Florestasubmontana2
20;0;2;Florestasubmontana2
21;0;2;Florestasubmontana2
22;1;2;Florestasubmontana2
23;6;2;Florestasubmontana2
24;2;2;Florestasubmontana2
25;1;2;Florestasubmontana2
26;4;2;Florestasubmontana2
27;2;2;Florestasubmontana2
28;1;2;Florestasubmontana2
29;2;2;Florestasubmontana2
30;0;2;Florestasubmontana2
31;3;2;Florestasubmontana2
32;1;2;Florestasubmontana2
33;6;2;Florestasubmontana2
34;6;2;Florestasubmontana2
35;1;2;Florestasubmontana2
36;0;2;Florestasubmontana2
37;2;2;Florestasubmontana2
38;1;2;Florestasubmontana2
39;1;2;Florestasubmontana2
40;1;2;Florestasubmontana2
41;1;2;Florestasubmontana2
42;0;2;Florestasubmontana2
43;0;2;Florestasubmontana2
44;0;2;Florestasubmontana2
45;0;2;Florestasubmontana2
46;0;2;Florestasubmontana2
47;0;2;Florestasubmontana2
48;0;2;Florestasubmontana2
49;0;2;Florestasubmontana2
50;0;2;Florestasubmontana2
51;0;2;Florestasubmontana2
52;0;2;Florestasubmontana2
53;0;2;Florestasubmontana2
54;0;2;Florestasubmontana2
1;0;3;Florestasubmontana2
2;0;3;Florestasubmontana2
3;0;3;Florestasubmontana2
4;2;3;Florestasubmontana2
5;1;3;Florestasubmontana2
6;2;3;Florestasubmontana2
7;0;3;Florestasubmontana2
8;0;3;Florestasubmontana2
9;3;3;Florestasubmontana2
10;0;3;Florestasubmontana2
11;2;3;Florestasubmontana2
12;1;3;Florestasubmontana2
13;0;3;Florestasubmontana2
14;0;3;Florestasubmontana2
15;5;3;Florestasubmontana2
16;0;3;Florestasubmontana2
17;0;3;Florestasubmontana2
18;0;3;Florestasubmontana2
19;0;3;Florestasubmontana2
20;0;3;Florestasubmontana2
21;0;3;Florestasubmontana2
22;1;3;Florestasubmontana2
23;5;3;Florestasubmontana2
24;0;3;Florestasubmontana2
25;0;3;Florestasubmontana2
26;3;3;Florestasubmontana2
27;0;3;Florestasubmontana2
28;2;3;Florestasubmontana2
29;4;3;Florestasubmontana2
30;0;3;Florestasubmontana2
31;2;3;Florestasubmontana2
32;0;3;Florestasubmontana2
33;3;3;Florestasubmontana2
34;1;3;Florestasubmontana2
35;0;3;Florestasubmontana2
36;0;3;Florestasubmontana2
37;0;3;Florestasubmontana2
38;0;3;Florestasubmontana2
39;0;3;Florestasubmontana2
40;0;3;Florestasubmontana2
41;0;3;Florestasubmontana2
42;0;3;Florestasubmontana2
43;0;3;Florestasubmontana2
44;0;3;Florestasubmontana2
45;0;3;Florestasubmontana2
46;0;3;Florestasubmontana2
47;0;3;Florestasubmontana2
48;0;3;Florestasubmontana2
49;0;3;Florestasubmontana2
50;0;3;Florestasubmontana2
51;0;3;Florestasubmontana2
52;0;3;Florestasubmontana2
53;0;3;Florestasubmontana2
54;0;3;Florestasubmontana2
1;5;4;Florestasubmontana2
2;0;4;Florestasubmontana2
3;0;4;Florestasubmontana2
4;0;4;Florestasubmontana2
5;1;4;Florestasubmontana2
6;0;4;Florestasubmontana2
7;0;4;Florestasubmontana2
8;0;4;Florestasubmontana2
9;0;4;Florestasubmontana2
10;0;4;Florestasubmontana2
11;2;4;Florestasubmontana2
12;1;4;Florestasubmontana2
13;0;4;Florestasubmontana2
14;0;4;Florestasubmontana2
15;3;4;Florestasubmontana2
16;0;4;Florestasubmontana2
17;11;4;Florestasubmontana2
18;0;4;Florestasubmontana2
19;0;4;Florestasubmontana2
20;0;4;Florestasubmontana2
21;0;4;Florestasubmontana2
22;0;4;Florestasubmontana2
23;16;4;Florestasubmontana2
24;0;4;Florestasubmontana2
25;0;4;Florestasubmontana2
26;0;4;Florestasubmontana2
27;0;4;Florestasubmontana2
28;0;4;Florestasubmontana2
29;2;4;Florestasubmontana2
30;12;4;Florestasubmontana2
31;0;4;Florestasubmontana2
32;2;4;Florestasubmontana2
33;0;4;Florestasubmontana2
34;0;4;Florestasubmontana2
35;0;4;Florestasubmontana2
36;0;4;Florestasubmontana2
37;5;4;Florestasubmontana2
38;1;4;Florestasubmontana2
39;0;4;Florestasubmontana2
40;0;4;Florestasubmontana2
41;0;4;Florestasubmontana2
42;0;4;Florestasubmontana2
43;0;4;Florestasubmontana2
44;0;4;Florestasubmontana2
45;0;4;Florestasubmontana2
46;0;4;Florestasubmontana2
47;0;4;Florestasubmontana2
48;0;4;Florestasubmontana2
49;0;4;Florestasubmontana2
50;0;4;Florestasubmontana2
51;0;4;Florestasubmontana2
52;0;4;Florestasubmontana2
53;0;4;Florestasubmontana2
54;0;4;Florestasubmontana2
1;10;5;Florestasubmontana2
2;0;5;Florestasubmontana2
3;0;5;Florestasubmontana2
4;0;5;Florestasubmontana2
5;0;5;Florestasubmontana2
6;3;5;Florestasubmontana2
7;0;5;Florestasubmontana2
8;0;5;Florestasubmontana2
9;0;5;Florestasubmontana2
10;0;5;Florestasubmontana2
11;0;5;Florestasubmontana2
12;0;5;Florestasubmontana2
13;0;5;Florestasubmontana2
14;0;5;Florestasubmontana2
15;0;5;Florestasubmontana2
16;0;5;Florestasubmontana2
17;0;5;Florestasubmontana2
18;0;5;Florestasubmontana2
19;0;5;Florestasubmontana2
20;0;5;Florestasubmontana2
21;0;5;Florestasubmontana2
22;0;5;Florestasubmontana2
23;14;5;Florestasubmontana2
24;0;5;Florestasubmontana2
25;0;5;Florestasubmontana2
26;0;5;Florestasubmontana2
27;0;5;Florestasubmontana2
28;0;5;Florestasubmontana2
29;12;5;Florestasubmontana2
30;5;5;Florestasubmontana2
31;0;5;Florestasubmontana2
32;1;5;Florestasubmontana2
33;0;5;Florestasubmontana2
34;16;5;Florestasubmontana2
35;0;5;Florestasubmontana2
36;0;5;Florestasubmontana2
37;5;5;Florestasubmontana2
38;0;5;Florestasubmontana2
39;0;5;Florestasubmontana2
40;0;5;Florestasubmontana2
41;0;5;Florestasubmontana2
42;0;5;Florestasubmontana2
43;0;5;Florestasubmontana2
44;0;5;Florestasubmontana2
45;0;5;Florestasubmontana2
46;0;5;Florestasubmontana2
47;0;5;Florestasubmontana2
48;0;5;Florestasubmontana2
49;0;5;Florestasubmontana2
50;0;5;Florestasubmontana2
51;0;5;Florestasubmontana2
52;0;5;Florestasubmontana2
53;0;5;Florestasubmontana2
54;0;5;Florestasubmontana2
